,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Outlet_Sales
675,NCP41,16.6,Low Fat,0.016243582,Health and Hygiene,107.6596,OUT045,2002,Small,Tier 2,Supermarket Type1,1707.3875509139027
676,FDY10,17.6,Low Fat,0.049027044,Snack Foods,112.6176,OUT013,1987,High,Tier 3,Supermarket Type1,1837.956956668078
677,FDP12,9.8,Regular,0.045451204,Baking Goods,36.2874,OUT018,2009,Medium,Tier 3,Supermarket Type2,508.972086063612
678,NCN26,10.85,Low Fat,0.028724484,Household,116.0808,OUT049,1999,Medium,Tier 1,Supermarket Type1,1919.149089606888
679,FDK44,16.6,Low Fat,0.122125769,Fruits and Vegetables,174.4738,OUT013,1987,High,Tier 3,Supermarket Type1,2884.5786401858622
680,FDC28,7.905,Low Fat,0.055072409,Frozen Foods,109.1254,OUT049,1999,Medium,Tier 1,Supermarket Type1,1807.9112794126972
681,FDJ41,6.85,Low Fat,0.022772467,Frozen Foods,263.2594,OUT027,1985,Medium,Tier 3,Supermarket Type3,6620.502765383015
682,NCT29,12.6,Low Fat,0.064098602,Health and Hygiene,123.5414,OUT035,2004,Small,Tier 2,Supermarket Type1,2113.0121821767348
683,NCH42,6.86,Low Fat,0.063972131,Household,228.401,OUT019,1985,Small,Tier 1,Grocery Store,543.6063494216581
684,FDU60,20.0,Regular,0.060145056,Baking Goods,167.1132,OUT018,2009,Medium,Tier 3,Supermarket Type2,2300.8203132534563
685,FDS02,10.195,Regular,0.14616317,Dairy,193.1794,OUT045,2002,Small,Tier 2,Supermarket Type1,3032.134040822765
686,FDC51,10.895,Regular,0.009621861,Dairy,123.073,OUT046,1997,Small,Tier 1,Supermarket Type1,1977.8400831115478
687,FDU03,18.7,Regular,0.091501713,Meat,182.6292,OUT013,1987,High,Tier 3,Supermarket Type1,2991.098923191776
688,FDX39,14.3,Regular,0.049776901,Meat,211.7586,OUT045,2002,Small,Tier 2,Supermarket Type1,3451.824689283597
689,NCY05,13.5,Low Fat,0.092042001,Health and Hygiene,36.6874,OUT010,1998,Small,Tier 3,Grocery Store,85.40722757353977
690,NCL06,14.65,Low Fat,0.071717648,Household,259.9594,OUT027,1985,Medium,Tier 3,Supermarket Type3,6602.183166486419
691,FDD32,17.7,Regular,0.0,Fruits and Vegetables,80.0276,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.0380969801035
692,NCN41,17.0,Low Fat,0.052315184,Health and Hygiene,122.773,OUT045,2002,Small,Tier 2,Supermarket Type1,1915.3582045198036
693,NCX53,20.1,Low Fat,0.014961062,Health and Hygiene,141.5154,OUT049,1999,Medium,Tier 1,Supermarket Type1,2265.58075716492
694,FDU57,8.27,Regular,0.15679782,Snack Foods,149.8708,OUT019,1985,Small,Tier 1,Grocery Store,352.36950268732755
695,FDQ23,6.55,Low Fat,0.024525828,Breads,104.0332,OUT046,1997,Small,Tier 1,Supermarket Type1,1666.9063387465933
696,FDQ52,17.0,Low Fat,0.1196271,Frozen Foods,249.0434,OUT045,2002,Small,Tier 2,Supermarket Type1,3856.9460362405903
697,FDC14,14.5,Regular,0.041332726,Canned,40.1454,OUT045,2002,Small,Tier 2,Supermarket Type1,640.5326200892372
698,FDY09,15.6,Low Fat,0.025195384,Snack Foods,176.8054,OUT035,2004,Small,Tier 2,Supermarket Type1,3083.3204300672205
699,FDQ28,14.0,Regular,0.060549609,Frozen Foods,156.4656,OUT045,2002,Small,Tier 2,Supermarket Type1,2455.6099210549446
700,FDV25,5.905,Low Fat,0.045652243,Canned,221.0456,OUT046,1997,Small,Tier 1,Supermarket Type1,3667.5526895164594
701,FDJ07,7.26,Low Fat,0.014420795,Meat,116.215,OUT035,2004,Small,Tier 2,Supermarket Type1,1991.8729234515224
702,DRB25,12.3,Low Fat,0.069567714,Soft Drinks,106.0938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1801.8965082460845
703,FDK52,18.25,Low Fat,0.138701966,Frozen Foods,225.4062,OUT019,1985,Small,Tier 1,Grocery Store,544.732834802421
704,FDY52,6.365,Low Fat,0.007312702,Frozen Foods,63.1536,OUT027,1985,Medium,Tier 3,Supermarket Type3,1628.465992325958
705,FDB28,6.615,Low Fat,0.093385381,Dairy,197.8426,OUT046,1997,Small,Tier 1,Supermarket Type1,3124.6431470040966
706,FDT36,12.3,Low Fat,0.11125355,Baking Goods,36.0874,OUT035,2004,Small,Tier 2,Supermarket Type1,609.1459526758858
707,FDV25,5.905,Low Fat,0.045910471,Canned,222.1456,OUT017,2007,Small,Tier 2,Supermarket Type1,3919.244615026013
708,NCN07,18.5,Low Fat,0.033780319,Others,130.4284,OUT027,1985,Medium,Tier 3,Supermarket Type3,3421.432340399049
709,FDC57,20.1,Regular,0.054903339,Fruits and Vegetables,193.282,OUT017,2007,Small,Tier 2,Supermarket Type1,3260.1671565751717
710,FDQ03,15.0,Regular,0.078332053,Meat,236.7248,OUT018,2009,Medium,Tier 3,Supermarket Type2,3451.1728123001303
711,FDU23,12.15,Low Fat,0.021846371,Breads,167.1184,OUT017,2007,Small,Tier 2,Supermarket Type1,2875.736838708751
712,NCX41,19.0,Low Fat,0.017715927,Health and Hygiene,212.6244,OUT035,2004,Small,Tier 2,Supermarket Type1,3700.293289542224
713,NCD06,13.0,Low Fat,0.099306497,Household,46.706,OUT035,2004,Small,Tier 2,Supermarket Type1,762.1649344019206
714,FDW08,12.1,Low Fat,0.148682491,Fruits and Vegetables,106.728,OUT045,2002,Small,Tier 2,Supermarket Type1,1674.275368519798
715,NCU29,7.685,Low Fat,0.025621558,Health and Hygiene,145.076,OUT017,2007,Small,Tier 2,Supermarket Type1,2416.873879320688
716,NCE06,5.825,Low Fat,0.0914091,Household,160.9894,OUT013,1987,High,Tier 3,Supermarket Type1,2518.113145248316
717,FDV52,20.7,Regular,0.203400773,Frozen Foods,117.9466,OUT010,1998,Small,Tier 3,Grocery Store,260.1034651428709
718,FDB02,9.695,Regular,0.029329243,Canned,176.637,OUT017,2007,Small,Tier 2,Supermarket Type1,3138.283335799252
719,NCR18,15.85,Low Fat,0.020529174,Household,42.9112,OUT045,2002,Small,Tier 2,Supermarket Type1,647.3346678117788
720,FDK16,9.065,Low Fat,0.0,Frozen Foods,94.4094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1597.1307516869917
721,NCQ29,12.0,Low Fat,0.174459878,Health and Hygiene,258.7278,OUT010,1998,Small,Tier 3,Grocery Store,586.6531719070464
722,FDZ01,8.975,Regular,0.015860869,Canned,103.499,OUT019,1985,Small,Tier 1,Grocery Store,261.0567365605483
723,FDW27,5.86,Regular,0.150824783,Meat,157.0314,OUT035,2004,Small,Tier 2,Supermarket Type1,2631.076299187764
724,FDD17,7.5,Low Fat,0.03275986,Frozen Foods,237.8906,OUT018,2009,Medium,Tier 3,Supermarket Type2,3373.3430564571754
725,FDW39,6.69,Regular,0.036879682,Meat,176.637,OUT013,1987,High,Tier 3,Supermarket Type1,2893.133431150961
726,DRH59,10.8,Low Fat,0.058551954,Hard Drinks,72.638,OUT045,2002,Small,Tier 2,Supermarket Type1,1104.723925812064
727,FDS52,8.89,Low Fat,0.005469959,Frozen Foods,101.7016,OUT013,1987,High,Tier 3,Supermarket Type1,1674.6539269465445
728,FDU40,20.85,Low Fat,0.037222843,Frozen Foods,195.2478,OUT027,1985,Medium,Tier 3,Supermarket Type3,4947.784865013057
729,NCF54,18.0,Low Fat,0.047337627,Household,173.6422,OUT013,1987,High,Tier 3,Supermarket Type1,2784.558034963975
730,FDH46,6.935,Regular,0.041366008,Snack Foods,102.8332,OUT045,2002,Small,Tier 2,Supermarket Type1,1608.8339242909778
731,NCP14,8.275,Low Fat,0.110461228,Household,103.6306,OUT049,1999,Medium,Tier 1,Supermarket Type1,1693.2613511816646
732,FDH50,15.0,Regular,0.0,Canned,185.2266,OUT049,1999,Medium,Tier 1,Supermarket Type1,3353.668510929341
733,DRF15,18.35,Low Fat,0.05559341,Dairy,153.534,OUT010,1998,Small,Tier 3,Grocery Store,354.99548509393486
734,FDV27,7.97,Regular,0.039796377,Meat,87.4514,OUT027,1985,Medium,Tier 3,Supermarket Type3,2327.4271900537256
735,NCJ06,20.1,Low Fat,0.034706495,Household,120.1782,OUT049,1999,Medium,Tier 1,Supermarket Type1,1903.116581394618
736,FDN02,16.5,Low Fat,0.074128491,Canned,205.4638,OUT018,2009,Medium,Tier 3,Supermarket Type2,3080.9377327792895
737,FDQ51,16.0,Regular,0.017578564,Meat,45.9718,OUT049,1999,Medium,Tier 1,Supermarket Type1,762.4214764861028
738,FDQ07,15.1,Regular,0.087901272,Fruits and Vegetables,222.7456,OUT017,2007,Small,Tier 2,Supermarket Type1,3972.657329975062
739,FDS45,5.175,Regular,0.029541813,Snack Foods,105.1622,OUT049,1999,Medium,Tier 1,Supermarket Type1,1753.2116405132988
740,NCJ06,20.1,Low Fat,0.034722896,Household,121.1782,OUT045,2002,Small,Tier 2,Supermarket Type1,1790.035580600971
741,FDD36,13.3,Low Fat,0.021269538,Baking Goods,117.2124,OUT035,2004,Small,Tier 2,Supermarket Type1,2047.9511860334435
742,FDY25,12.0,Low Fat,0.034043337,Canned,182.5976,OUT045,2002,Small,Tier 2,Supermarket Type1,2979.7153434475504
743,FDU52,7.56,Low Fat,0.063770861,Frozen Foods,154.963,OUT046,1997,Small,Tier 1,Supermarket Type1,2410.6079961086343
744,DRK47,7.905,Low Fat,0.064426754,Hard Drinks,227.0694,OUT017,2007,Small,Tier 2,Supermarket Type1,3853.824380376416
745,NCL30,18.1,Low Fat,0.049217255,Household,128.4336,OUT017,2007,Small,Tier 2,Supermarket Type1,2122.3902565640383
746,FDN22,18.85,Regular,0.13827922,Snack Foods,251.8724,OUT035,2004,Small,Tier 2,Supermarket Type1,4222.132114586031
747,NCF30,17.0,Low Fat,0.125632716,Household,126.2362,OUT027,1985,Medium,Tier 3,Supermarket Type3,3282.5161007224788
748,FDK03,12.6,Regular,0.073906461,Dairy,256.2356,OUT035,2004,Small,Tier 2,Supermarket Type1,4304.67038854161
749,FDT45,15.85,Low Fat,0.057637631,Snack Foods,55.0956,OUT017,2007,Small,Tier 2,Supermarket Type1,908.6031339312644
750,NCC54,17.75,Low Fat,0.097237755,Health and Hygiene,239.6196,OUT027,1985,Medium,Tier 3,Supermarket Type3,6381.403304316158
751,FDP08,20.5,Regular,0.112867957,Fruits and Vegetables,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,2712.939107858588
752,FDU44,12.15,Regular,0.058425726,Fruits and Vegetables,163.2552,OUT046,1997,Small,Tier 1,Supermarket Type1,2642.000556789567
753,DRG39,14.15,Low Fat,0.042173019,Dairy,52.7982,OUT035,2004,Small,Tier 2,Supermarket Type1,873.4210086239767
754,FDU32,8.785,Low Fat,0.026007997,Fruits and Vegetables,121.9414,OUT049,1999,Medium,Tier 1,Supermarket Type1,2052.826295607768
755,FDY27,6.38,Low Fat,0.0,Dairy,178.5344,OUT049,1999,Medium,Tier 1,Supermarket Type1,2974.6716393284532
756,NCP54,15.35,Low Fat,0.03512042,Household,123.073,OUT013,1987,High,Tier 3,Supermarket Type1,1995.8377164642075
757,NCZ41,19.85,Low Fat,0.064521395,Health and Hygiene,126.4704,OUT049,1999,Medium,Tier 1,Supermarket Type1,2026.4986691114639
758,DRL49,13.15,Low Fat,0.056382065,Soft Drinks,143.4812,OUT013,1987,High,Tier 3,Supermarket Type1,2354.1282248271755
759,FDI05,8.35,Regular,0.127386531,Frozen Foods,76.4354,OUT018,2009,Medium,Tier 3,Supermarket Type2,1066.4366783307787
760,FDY56,16.35,Regular,0.062537976,Fruits and Vegetables,226.5062,OUT045,2002,Small,Tier 2,Supermarket Type1,3716.1906992933073
761,DRC13,8.26,Regular,0.032414575,Soft Drinks,124.973,OUT013,1987,High,Tier 3,Supermarket Type1,2073.087837315375
762,NCV29,11.8,Low Fat,0.022972713,Health and Hygiene,179.5686,OUT017,2007,Small,Tier 2,Supermarket Type1,3075.0217374053964
763,FDR24,17.35,Regular,0.062949401,Baking Goods,88.983,OUT049,1999,Medium,Tier 1,Supermarket Type1,1516.1127251259893
764,FDZ34,6.695,Low Fat,0.076187616,Starchy Foods,191.382,OUT018,2009,Medium,Tier 3,Supermarket Type2,2678.2209476550875
765,FDP37,15.6,Low Fat,0.143078892,Breakfast,126.4994,OUT035,2004,Small,Tier 2,Supermarket Type1,2206.560270303271
766,FDX08,12.85,Low Fat,0.02249459,Fruits and Vegetables,180.9318,OUT027,1985,Medium,Tier 3,Supermarket Type3,4925.2457108001545
767,FDS57,15.5,Low Fat,0.103652052,Snack Foods,141.447,OUT045,2002,Small,Tier 2,Supermarket Type1,2193.380657694455
768,NCG18,15.3,Low Fat,0.023013626,Household,102.4332,OUT049,1999,Medium,Tier 1,Supermarket Type1,1718.4312725038335
769,FDK25,11.6,Regular,0.157470693,Breakfast,168.9474,OUT018,2009,Medium,Tier 3,Supermarket Type2,2428.739283948798
770,FDH53,20.5,Regular,0.019229584,Frozen Foods,80.9592,OUT049,1999,Medium,Tier 1,Supermarket Type1,1300.8586441875977
771,DRI59,9.5,Low Fat,0.041001013,Hard Drinks,223.0088,OUT018,2009,Medium,Tier 3,Supermarket Type2,3185.6566072129435
772,FDA52,16.2,Regular,0.128422279,Frozen Foods,177.237,OUT046,1997,Small,Tier 1,Supermarket Type1,2867.436416120439
773,FDT20,10.5,Low Fat,0.069287489,Fruits and Vegetables,38.3164,OUT010,1998,Small,Tier 3,Grocery Store,89.28814312767855
774,FDE36,5.26,Regular,0.073138055,Baking Goods,162.5868,OUT019,1985,Small,Tier 1,Grocery Store,385.68443967413197
775,FDI24,10.3,Low Fat,0.079189212,Baking Goods,174.737,OUT017,2007,Small,Tier 2,Supermarket Type1,2968.6186608208714
776,FDB28,6.615,Low Fat,0.093765794,Dairy,199.2426,OUT018,2009,Medium,Tier 3,Supermarket Type2,2793.224572000953
777,FDV11,9.1,Regular,0.082129741,Breads,176.9054,OUT017,2007,Small,Tier 2,Supermarket Type1,3051.273452897309
778,FDP01,20.75,Regular,0.063325948,Breakfast,154.1682,OUT046,1997,Small,Tier 1,Supermarket Type1,2359.2122587348917
779,FDD34,7.945,Low Fat,0.015799406,Snack Foods,161.721,OUT027,1985,Medium,Tier 3,Supermarket Type3,4252.900096331736
780,FDJ50,8.645,Low Fat,0.021481473,Canned,52.0982,OUT027,1985,Medium,Tier 3,Supermarket Type3,1378.2560175277333
781,FDZ44,8.185,Low Fat,0.038696828,Fruits and Vegetables,118.5808,OUT013,1987,High,Tier 3,Supermarket Type1,1940.8024205768443
782,DRO59,11.8,Low Fat,0.054144012,Hard Drinks,75.8012,OUT035,2004,Small,Tier 2,Supermarket Type1,1275.6885816823246
783,DRB48,16.75,Regular,0.024903892,Soft Drinks,39.1822,OUT045,2002,Small,Tier 2,Supermarket Type1,615.4339037068271
784,FDR21,19.7,Low Fat,0.067208126,Snack Foods,175.337,OUT018,2009,Medium,Tier 3,Supermarket Type2,2396.8312341912183
785,NCE42,21.1,Low Fat,0.017746063,Household,234.7958,OUT010,1998,Small,Tier 3,Grocery Store,525.8752567888496
786,FDO23,17.85,Low Fat,0.146427351,Breads,93.4436,OUT046,1997,Small,Tier 1,Supermarket Type1,1491.5287509590298
787,NCE30,16.0,Low Fat,0.099539874,Household,212.3902,OUT018,2009,Medium,Tier 3,Supermarket Type2,3045.1693477746985
788,FDQ22,16.75,Low Fat,0.029734029,Snack Foods,37.6822,OUT035,2004,Small,Tier 2,Supermarket Type1,635.5721710443169
789,FDY01,11.8,Regular,0.170628832,Canned,115.3834,OUT045,2002,Small,Tier 2,Supermarket Type1,1853.372961585993
790,FDS08,5.735,Low Fat,0.057283416,Fruits and Vegetables,177.837,OUT017,2007,Small,Tier 2,Supermarket Type1,2998.3867255795635
791,FDG28,9.285,Regular,0.049481039,Frozen Foods,246.7144,OUT018,2009,Medium,Tier 3,Supermarket Type2,3497.6470576549004
792,FDQ51,16.0,Regular,0.017622773,Meat,48.1718,OUT018,2009,Medium,Tier 3,Supermarket Type2,674.7351294171322
793,FDB05,5.155,Low Fat,0.083668945,Frozen Foods,249.4776,OUT017,2007,Small,Tier 2,Supermarket Type1,4092.7431630534384
794,FDO56,10.195,Regular,0.045052492,Fruits and Vegetables,116.5808,OUT049,1999,Medium,Tier 1,Supermarket Type1,1988.0475545887064
795,FDE02,8.71,Low Fat,0.0,Canned,91.9778,OUT018,2009,Medium,Tier 3,Supermarket Type2,1357.9554836220739
796,FDN45,19.35,Low Fat,0.118770807,Snack Foods,223.2088,OUT017,2007,Small,Tier 2,Supermarket Type1,3759.4314247975744
797,FDS09,8.895,Regular,0.081021001,Snack Foods,49.0008,OUT013,1987,High,Tier 3,Supermarket Type1,772.4290583407117
798,NCA54,16.5,Low Fat,0.036790859,Household,181.4318,OUT018,2009,Medium,Tier 3,Supermarket Type2,2565.795374620133
799,FDP09,19.75,Low Fat,0.056724671,Snack Foods,212.7902,OUT010,1998,Small,Tier 3,Grocery Store,501.6873907874034
800,FDC53,8.68,Low Fat,0.008853613,Frozen Foods,99.0384,OUT045,2002,Small,Tier 2,Supermarket Type1,1555.860697264711
801,NCM55,15.6,Low Fat,0.067103564,Others,186.5924,OUT017,2007,Small,Tier 2,Supermarket Type1,3223.9474643288795
802,FDL09,19.6,Regular,0.128557634,Snack Foods,169.0816,OUT018,2009,Medium,Tier 3,Supermarket Type2,2325.201989587615
803,FDA11,7.75,Low Fat,0.075705596,Baking Goods,93.2436,OUT019,1985,Small,Tier 1,Grocery Store,222.76716199821888
804,FDA50,16.25,Low Fat,0.087351931,Dairy,94.541,OUT045,2002,Small,Tier 2,Supermarket Type1,1469.7984700029583
805,FDC23,18.0,Low Fat,0.018007487,Starchy Foods,178.9686,OUT017,2007,Small,Tier 2,Supermarket Type1,3035.391252002492
806,FDE22,9.695,Low Fat,0.029618788,Snack Foods,158.892,OUT049,1999,Medium,Tier 1,Supermarket Type1,2631.695885900425
807,FDD23,9.5,Regular,0.04868553,Starchy Foods,186.8898,OUT046,1997,Small,Tier 1,Supermarket Type1,3007.4945835423146
808,NCA29,10.5,Low Fat,0.027318818,Household,172.7106,OUT049,1999,Medium,Tier 1,Supermarket Type1,2854.0294772084717
809,FDK38,6.65,Low Fat,0.053289916,Canned,147.0734,OUT046,1997,Small,Tier 1,Supermarket Type1,2360.0111891741262
810,DRC13,8.26,Regular,0.032441572,Soft Drinks,121.673,OUT046,1997,Small,Tier 1,Supermarket Type1,1972.8297224692162
811,NCP43,17.75,Low Fat,0.03055448,Others,179.166,OUT049,1999,Medium,Tier 1,Supermarket Type1,3026.388182622207
812,FDX28,6.325,Low Fat,0.12537274,Frozen Foods,99.7042,OUT049,1999,Medium,Tier 1,Supermarket Type1,1636.460395560505
813,FDF08,14.3,Regular,0.065308939,Fruits and Vegetables,89.8856,OUT049,1999,Medium,Tier 1,Supermarket Type1,1545.0854267716004
814,FDZ33,10.195,Low Fat,0.10739705,Snack Foods,149.5076,OUT046,1997,Small,Tier 1,Supermarket Type1,2336.97050368833
815,FDD10,20.6,Regular,0.046092237,Snack Foods,178.6344,OUT049,1999,Medium,Tier 1,Supermarket Type1,2871.456527060252
816,FDO58,19.6,Low Fat,0.039801037,Snack Foods,162.4526,OUT017,2007,Small,Tier 2,Supermarket Type1,2655.5302832815246
817,FDI50,8.42,Regular,0.031017124,Canned,230.1352,OUT017,2007,Small,Tier 2,Supermarket Type1,4144.206975399968
818,FDO58,19.6,Low Fat,0.039657436,Snack Foods,165.7526,OUT045,2002,Small,Tier 2,Supermarket Type1,2500.998922849443
819,FDX08,12.85,Low Fat,0.022585241,Fruits and Vegetables,181.0318,OUT013,1987,High,Tier 3,Supermarket Type1,3032.9787181080324
820,NCK17,11.0,Low Fat,0.063428202,Health and Hygiene,40.848,OUT010,1998,Small,Tier 3,Grocery Store,93.78910551451425
821,FDF39,14.85,Regular,0.019507599,Dairy,262.091,OUT035,2004,Small,Tier 2,Supermarket Type1,4392.654773396221
822,FDU45,15.6,Regular,0.059430002,Snack Foods,112.0518,OUT010,1998,Small,Tier 3,Grocery Store,272.0152522935744
823,NCJ18,12.35,Low Fat,0.164609767,Household,117.6124,OUT018,2009,Medium,Tier 3,Supermarket Type2,1616.7346705041903
824,DRC27,13.8,Low Fat,0.101729922,Dairy,246.2802,OUT019,1985,Small,Tier 1,Grocery Store,585.75676509272
825,DRC25,5.73,Low Fat,0.045363276,Soft Drinks,85.1882,OUT035,2004,Small,Tier 2,Supermarket Type1,1452.6047781707207
826,FDU59,5.78,Low Fat,0.096368001,Breads,160.6552,OUT035,2004,Small,Tier 2,Supermarket Type1,2711.108346310998
827,FDU28,19.2,Regular,0.0,Frozen Foods,189.6214,OUT035,2004,Small,Tier 2,Supermarket Type1,3316.6055220417697
828,NCP30,20.5,Low Fat,0.032768691,Household,40.9822,OUT046,1997,Small,Tier 1,Supermarket Type1,592.9885839207634
829,FDB39,11.6,Low Fat,0.038675869,Dairy,55.1272,OUT018,2009,Medium,Tier 3,Supermarket Type2,747.4826851589968
830,FDE41,9.195,Regular,0.063960902,Frozen Foods,86.4566,OUT013,1987,High,Tier 3,Supermarket Type1,1412.8656880979136
831,DRH11,5.98,Low Fat,0.126468543,Hard Drinks,56.3614,OUT010,1998,Small,Tier 3,Grocery Store,126.05456234846709
832,FDA58,9.395,Low Fat,0.103961646,Snack Foods,236.0932,OUT045,2002,Small,Tier 2,Supermarket Type1,3704.1194174814823
833,FDU50,5.75,Regular,0.075170211,Dairy,115.3176,OUT046,1997,Small,Tier 1,Supermarket Type1,1803.272152068513
834,FDM34,19.0,Low Fat,0.067391444,Snack Foods,129.6626,OUT013,1987,High,Tier 3,Supermarket Type1,2059.925468595618
835,FDM44,12.5,Low Fat,0.030899314,Fruits and Vegetables,101.999,OUT027,1985,Medium,Tier 3,Supermarket Type3,2757.543791218596
836,FDR39,20.35,Low Fat,0.08396923,Meat,183.8292,OUT045,2002,Small,Tier 2,Supermarket Type1,2751.1385999001136
837,FDM25,10.695,Regular,0.060788771,Breakfast,175.6712,OUT045,2002,Small,Tier 2,Supermarket Type1,2826.982970208299
838,FDQ49,20.2,Regular,0.039308756,Breakfast,156.463,OUT049,1999,Medium,Tier 1,Supermarket Type1,2564.956406651477
839,DRH25,18.7,Low Fat,0.014652476,Soft Drinks,52.3324,OUT018,2009,Medium,Tier 3,Supermarket Type2,720.7210613334763
840,FDM09,11.15,Regular,0.085515417,Snack Foods,170.979,OUT027,1985,Medium,Tier 3,Supermarket Type3,4559.516500040343
841,FDL44,18.25,Low Fat,0.021492148,Fruits and Vegetables,161.1894,OUT019,1985,Small,Tier 1,Grocery Store,387.62175898072763
842,NCR42,9.105,Low Fat,0.038638642,Household,32.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,446.49002793118655
843,DRL59,16.75,Low Fat,0.021224126,Hard Drinks,52.7298,OUT046,1997,Small,Tier 1,Supermarket Type1,813.6085176044003
844,FDX43,5.655,Low Fat,0.085204025,Fruits and Vegetables,168.45,OUT013,1987,High,Tier 3,Supermarket Type1,2710.961780575373
845,DRK47,7.905,Low Fat,0.107230638,Hard Drinks,226.6694,OUT010,1998,Small,Tier 3,Grocery Store,539.9620619435898
846,FDU48,18.85,Low Fat,0.055583959,Baking Goods,131.7284,OUT018,2009,Medium,Tier 3,Supermarket Type2,1830.624807828963
847,FDY12,9.8,Regular,0.140896203,Baking Goods,50.2008,OUT045,2002,Small,Tier 2,Supermarket Type1,761.2585144140313
848,NCN43,12.15,Low Fat,0.006787278,Others,122.573,OUT018,2009,Medium,Tier 3,Supermarket Type2,1756.8710274392204
849,NCM55,15.6,Low Fat,0.066997948,Others,184.0924,OUT018,2009,Medium,Tier 3,Supermarket Type2,2647.0177188238467
850,FDQ21,21.25,Low Fat,0.0,Snack Foods,123.1756,OUT027,1985,Medium,Tier 3,Supermarket Type3,3064.376304814626
851,FDX13,7.725,Low Fat,0.047773924,Canned,251.0092,OUT035,2004,Small,Tier 2,Supermarket Type1,4365.415467255419
852,NCK30,14.85,Low Fat,0.060683277,Household,253.3698,OUT027,1985,Medium,Tier 3,Supermarket Type3,6560.803284209202
853,FDG20,15.5,Regular,0.125883329,Fruits and Vegetables,175.4028,OUT049,1999,Medium,Tier 1,Supermarket Type1,3014.5813391313945
